# [Fe/H], [Mg/Fe], feh_sig, mgfe_sig
-2.709702562512519730e+00,6.865694778554248812e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.349702562512519410e+00,7.165694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.479702562512519748e+00,5.465694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.489702562512519535e+00,3.465694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.919702562512519695e+00,7.665694778554249522e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.069702562512519606e+00,5.665694778554248856e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.819702562512519606e+00,1.026569477855425072e+00,1.000000000000000056e-01,1.000000000000000056e-01
-3.139702562512519446e+00,8.165694778554248856e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.579702562512519393e+00,6.465694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.589702562512519624e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.379702562512519659e+00,7.865694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.829702562512519393e+00,9.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.309702562512519375e+00,5.665694778554248856e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.219702562512519517e+00,7.265694778554249167e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.349702562512519410e+00,3.365694778554249589e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.559702562512519375e+00,6.365694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.929702562512519481e+00,7.765694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.279702562512519570e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.369702562512519428e+00,3.665694778554249300e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.239702562512519535e+00,5.965694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.069702562512519606e+00,8.265694778554248945e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.249702562512519766e+00,8.465694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.289702562512519357e+00,5.765694778554248945e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.469702562512519517e+00,6.465694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.559702562512519375e+00,4.665694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.359702562512519641e+00,5.965694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.649702562512519677e+00,6.665694778554249744e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.649702562512519677e+00,6.365694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.869702562512519428e+00,5.165694778554249522e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.469702562512519517e+00,5.065694778554249433e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.359702562512519641e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.859702562512519641e+00,2.365694778554249533e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.889702562512519446e+00,6.465694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.159702562512519464e+00,1.565694778554249655e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.159702562512519464e+00,5.765694778554248945e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.459702562512519730e+00,3.665694778554249300e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.549702562512519588e+00,1.265694778554249667e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.039702562512519357e+00,6.665694778554249744e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.519702562512519561e+00,5.565694778554249877e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.949702562512519499e+00,5.965694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.779702562512519570e+00,7.365694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.839702562512519624e+00,6.865694778554248812e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.989702562512519535e+00,3.865694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.559702562512519375e+00,5.265694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.449702562512519499e+00,6.065694778554249211e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.019702562512519339e+00,4.265694778554249278e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.399702562512519677e+00,8.165694778554248856e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.659702562512519464e+00,5.265694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.109702562512519641e+00,5.865694778554249034e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.069702562512519606e+00,5.265694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.009702562512519552e+00,5.656947785542495999e-02,1.000000000000000056e-01,1.000000000000000056e-01
-3.529702562512519570e+00,1.765694778554249555e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.959702562512519508e+00,2.265694778554249722e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.259702562512519552e+00,6.165694778554249300e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.609702562512519641e+00,5.065694778554249433e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.099702562512519410e+00,5.965694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.029702562512519570e+00,5.865694778554249034e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.069702562512519606e+00,5.965694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.929702562512519481e+00,1.976569477855425028e+00,1.000000000000000056e-01,1.000000000000000056e-01
-3.929702562512519481e+00,1.976569477855425028e+00,1.000000000000000056e-01,1.000000000000000056e-01
-2.519702562512519339e+00,2.365694778554249533e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.349702562512519410e+00,2.965694778554249234e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.009702562512519552e+00,4.765694778554249167e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.919702562512519695e+00,5.365694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.529702562512519570e+00,5.365694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.019702562512519339e+00,4.365694778554249367e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.089702562512519624e+00,4.465694778554249456e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.009702562512519552e+00,4.365694778554249367e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.619702562512519428e+00,9.665694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.479702562512519748e+00,7.065694778554248989e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.799702562512519588e+00,4.965694778554249345e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.989702562512519535e+00,6.065694778554249211e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.199702562512519499e+00,5.065694778554249433e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.989702562512519535e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.399702562512519677e+00,5.565694778554249877e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.749702562512519766e+00,7.565694778554249433e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.649702562512519677e+00,4.765694778554249167e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.439702562512519712e+00,7.165694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.969702562512519517e+00,5.165694778554249522e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.589702562512519624e+00,4.265694778554249278e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.419702562512519695e+00,5.265694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.239702562512519535e+00,4.565694778554249544e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.329702562512519393e+00,4.565694778554249544e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.189702562512519712e+00,4.365694778554249367e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.149702562512519677e+00,6.165694778554249300e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.609702562512519641e+00,3.865694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.789702562512519579e+00,3.865694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.149702562512519677e+00,5.465694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.869702562512519428e+00,5.265694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.529702562512519570e+00,6.965694778554248900e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.479702562512519748e+00,2.165694778554249633e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.549702562512519588e+00,6.765694778554249833e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.159702562512519464e+00,5.165694778554249522e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.559702562512519375e+00,5.365694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.669702562512519695e+00,5.365694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.249702562512519766e+00,3.865694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.029702562512519570e+00,3.465694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.499702562512519766e+00,5.265694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.309702562512519375e+00,9.365694778554248812e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.929702562512519481e+00,8.565694778554249211e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.919702562512519695e+00,4.565694778554249544e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.909702562512519464e+00,4.465694778554249456e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.179702562512519481e+00,4.065694778554249100e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.769702562512519339e+00,3.565694778554249211e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.029702562512519570e+00,3.865694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.219702562512519517e+00,4.165694778554249189e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.259702562512519552e+00,4.665694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.969702562512519517e+00,5.365694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.229702562512519748e+00,5.665694778554248856e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.829702562512519393e+00,4.165694778554249189e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.909702562512519464e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.869702562512519428e+00,4.765694778554249167e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.899702562512519677e+00,7.365694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.369702562512519428e+00,8.165694778554248856e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.129702562512519659e+00,2.865694778554249145e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.219702562512519517e+00,3.965694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.149702562512519677e+00,5.865694778554249034e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.199702562512519499e+00,4.565694778554249544e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.089702562512519624e+00,4.265694778554249278e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.279702562512519570e+00,4.665694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.409702562512519464e+00,3.865694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.879702562512519659e+00,3.365694778554249589e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.759702562512519552e+00,5.065694778554249433e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.859702562512519641e+00,3.965694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.729702562512519748e+00,6.265694778554249389e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.839702562512519624e+00,6.765694778554249833e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.799702562512519588e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.369702562512519428e+00,3.965694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.149702562512519677e+00,6.665694778554249744e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.099702562512519410e+00,4.165694778554249189e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.349702562512519410e+00,5.765694778554248945e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.939702562512519712e+00,5.365694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.449702562512519499e+00,9.665694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.209702562512519730e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.079702562512519393e+00,4.665694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.909702562512519464e+00,5.965694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.249702562512519766e+00,6.565694778554249655e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.759702562512519552e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.779702562512519570e+00,5.265694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.049702562512519588e+00,4.065694778554249100e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.829702562512519393e+00,7.265694778554249167e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.499702562512519766e+00,4.665694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.779702562512519570e+00,5.165694778554249522e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.989702562512519535e+00,4.465694778554249456e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.249702562512519766e+00,4.965694778554249345e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.639702562512519446e+00,8.365694778554249034e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.769702562512519339e+00,4.665694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.299702562512519588e+00,3.265694778554249500e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.079702562512519393e+00,1.026569477855425072e+00,1.000000000000000056e-01,1.000000000000000056e-01
-2.959702562512519730e+00,4.965694778554249345e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.209702562512519730e+00,6.865694778554248812e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.579702562512519393e+00,3.565694778554249211e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.379702562512519659e+00,4.465694778554249456e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.389702562512519446e+00,3.865694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.789702562512519579e+00,3.465694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.049702562512519588e+00,4.665694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.439702562512519712e+00,3.065694778554249322e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.909702562512519464e+00,9.656947785542496776e-02,1.000000000000000056e-01,1.000000000000000056e-01
-2.399702562512519677e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.999702562512519766e+00,3.465694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.109702562512519641e+00,4.265694778554249278e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.149702562512519677e+00,4.065694778554249100e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.469702562512519517e+00,3.965694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.549702562512519588e+00,3.865694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.279702562512519570e+00,3.665694778554249300e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.199702562512519499e+00,2.665694778554249522e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.479702562512519748e+00,3.965694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.959702562512519730e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.669702562512519695e+00,6.365694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.449702562512519499e+00,6.665694778554249744e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.549702562512519588e+00,2.965694778554249234e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.559702562512519375e+00,2.965694778554249234e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.329702562512519393e+00,3.665694778554249300e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.969702562512519517e+00,1.386569477855424948e+00,1.000000000000000056e-01,1.000000000000000056e-01
-3.029702562512519570e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.959702562512519730e+00,4.165694778554249189e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.109702562512519641e+00,3.065694778554249322e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.839702562512519624e+00,4.865694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.329702562512519393e+00,4.765694778554249167e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.999702562512519766e+00,8.265694778554248945e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.509702562512519552e+00,5.865694778554249034e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.539702562512519357e+00,2.265694778554249722e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.249702562512519766e+00,3.765694778554249389e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.519702562512519339e+00,6.265694778554249389e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.439702562512519712e+00,4.065694778554249100e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.589702562512519624e+00,2.265694778554249722e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.489702562512519535e+00,5.465694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.109702562512519641e+00,-3.343052214457503668e-02,1.000000000000000056e-01,1.000000000000000056e-01
-3.539702562512519357e+00,-3.343052214457503668e-02,1.000000000000000056e-01,1.000000000000000056e-01
-3.629702562512519659e+00,1.865694778554249644e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.149702562512519677e+00,5.465694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.499702562512519766e+00,3.765694778554249389e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.819702562512519606e+00,3.265694778554249500e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.039702562512519357e+00,5.465694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.629702562512519659e+00,6.565694778554249655e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.639702562512519446e+00,6.065694778554249211e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.709702562512519730e+00,3.665694778554249300e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.639702562512519446e+00,4.965694778554249345e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.789702562512519357e+00,2.765694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.489702562512519535e+00,2.965694778554249234e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.009702562512519552e+00,4.565694778554249544e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.739702562512519535e+00,4.565694778554249544e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.079702562512519393e+00,7.965694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.809702562512519375e+00,3.465694778554249122e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.879702562512519659e+00,3.565694778554249211e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.819702562512519606e+00,3.365694778554249589e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.139702562512519446e+00,3.765694778554249389e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.299702562512519588e+00,8.565694778554249211e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.559702562512519375e+00,8.165694778554248856e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.299702562512519588e+00,5.365694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.139702562512519446e+00,6.165694778554249300e-01,1.000000000000000056e-01,1.000000000000000056e-01
-7.097025625125193971e-01,5.465694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.679702562512519481e+00,5.765694778554248945e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.197025625125194948e-01,2.265694778554249722e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.899702562512519677e+00,8.865694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.279702562512519570e+00,7.965694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.097025625125195081e-01,6.656947785542496887e-02,1.000000000000000056e-01,1.000000000000000056e-01
-2.569702562512519606e+00,6.565694778554249655e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.449702562512519499e+00,7.665694778554249522e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.239702562512519535e+00,6.565694778554249655e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.129702562512519659e+00,5.065694778554249433e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.449702562512519499e+00,1.965694778554249733e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.219702562512519517e+00,3.265694778554249500e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.269702562512519339e+00,7.765694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.239702562512519535e+00,5.465694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.789702562512519579e+00,5.465694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.889702562512519446e+00,7.365694778554249256e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.859702562512519641e+00,4.565694778554249544e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.639702562512519446e+00,5.665694778554248856e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.529702562512519570e+00,4.165694778554249189e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.497025625125194881e-01,1.465694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.909702562512519464e+00,6.865694778554248812e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.119702562512519428e+00,5.165694778554249522e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.659702562512519464e+00,8.965694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.959702562512519730e+00,4.165694778554249189e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.959702562512519730e+00,5.265694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.079702562512519393e+00,5.265694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.079702562512519393e+00,5.265694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.979702562512519748e+00,8.165694778554248856e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.929702562512519481e+00,8.765694778554249389e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.069702562512519606e+00,5.865694778554249034e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.239702562512519535e+00,4.765694778554249167e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.209702562512519730e+00,7.865694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.889702562512519446e+00,4.965694778554249345e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.929702562512519481e+00,4.465694778554249456e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.889702562512519446e+00,4.265694778554249278e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.189702562512519712e+00,6.565694778554249655e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.229702562512519748e+00,4.565694778554249544e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.259702562512519552e+00,6.465694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.089702562512519624e+00,1.865694778554249644e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.479702562512519526e+00,2.965694778554249234e-01,1.000000000000000056e-01,1.000000000000000056e-01
-8.397025625125194015e-01,6.865694778554248812e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.639702562512519446e+00,6.965694778554248900e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.279702562512519570e+00,3.865694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.359702562512519641e+00,6.365694778554249478e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.829702562512519615e+00,6.465694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.749702562512519766e+00,4.665694778554249078e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.889702562512519446e+00,5.765694778554248945e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.039702562512519357e+00,5.465694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
8.029743748748049970e-02,-5.343052214457504057e-02,1.000000000000000056e-01,1.000000000000000056e-01
-3.039702562512519357e+00,5.365694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.059702562512519375e+00,7.865694778554249700e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.099702562512519410e+00,6.465694778554249567e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.689702562512519490e+00,3.165694778554249411e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.039702562512519357e+00,7.965694778554249789e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.259702562512519552e+00,7.765694778554249611e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.219702562512519517e+00,6.165694778554249300e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.079702562512519393e+00,4.565694778554249544e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.649702562512519677e+00,1.765694778554249555e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.209702562512519730e+00,4.265694778554249278e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.179702562512519481e+00,4.465694778554249456e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.829702562512519615e+00,4.465694778554249456e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.309702562512519375e+00,3.365694778554249589e-01,1.000000000000000056e-01,1.000000000000000056e-01
-5.497025625125194770e-01,4.065694778554249100e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.319702562512519606e+00,4.765694778554249167e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.769702562512519339e+00,4.165694778554249189e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.019702562512519339e+00,5.865694778554249034e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.189702562512519490e+00,6.965694778554248900e-01,1.000000000000000056e-01,1.000000000000000056e-01
-9.897025625125194237e-01,6.565694778554249655e-01,1.000000000000000056e-01,1.000000000000000056e-01
-2.597025625125194970e-01,4.965694778554249345e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.197025625125194948e-01,2.265694778554249722e-01,1.000000000000000056e-01,1.000000000000000056e-01
-1.339702562512519624e+00,6.165694778554249300e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.599702562512519410e+00,4.365694778554249367e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.519702562512519339e+00,4.265694778554249278e-01,1.000000000000000056e-01,1.000000000000000056e-01
-3.509702562512519552e+00,4.365694778554249367e-01,1.000000000000000056e-01,1.000000000000000056e-01
